C,S,Chiral_Centers,Mol_Weight,Formula
C03268,*O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,5,0.0,C6H11O6R
C03269,O=C[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,4,178.14,C6H10O6
C03272,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4NC(C)=O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC,22,0.0,C45H79N2O23R
C03273,O=CCCCC(=O)O,0,116.1152,C5H8O3
C03274,O=P(O)(OCC(O)CO)OCC(O)CO,0,246.1523,C6H15O8P
C03277,O=C(O)C(=O)Cc1cnc[nH]1,0,154.1234,C6H6N2O3
C03280,O=C(O)OC[C@H]1O[C@@H](n2cnc3c(=O)[nH]cnc32)[C@H](O)[C@@H]1O,4,312.2356,C11H12N4O7
C03281,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](OP(=O)(O)O)[C@@H]1O,15,564.4785,C18H37N4O14P
C03283,NCC[C@H](N)C(=O)O,1,118.1344,C4H10N2O2
C03284,C[C@@H](CN)C(=O)O,1,103.1198,C4H9NO2
C03287,N[C@@H](CCC(=O)OP(=O)(O)O)C(=O)O,1,227.1092,C5H10NO7P
C03289,O=C1O[C@H]([C@@H](O)CO)[C@H](O)C1=O,3,176.1241,C6H8O6
C03290,N[C@H](C(=O)O)[C@H](O)c1ccccc1,2,181.1885,C9H11NO3
C03291,O=C(CO)[C@H](O)[C@@H](O)COP(=O)(O)O,2,230.1098,C5H11O8P
C03292,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CS)C(=O)O,2,352.4485,C17H24N2O4S
C03294,*[C@@H]1O[C@H](CO)[C@@H](OP(=O)(O)OC[C@H]2O[C@@H](*)[C@H](O)[C@@H]2OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](OC(=O)[C@H](CCSC)NC=O)[C@@H]2O)[C@H]1O,13,0.0,C21H30N6O12PSR(C5H8O6PR)n
C03296,N=C(N)NCCC[C@H](NC(=O)CCC(=O)O)C(=O)O,1,274.2737,C10H18N4O5
C03297,[1*][C@@H](N[2*])[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](NC(C)=O)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1,13,0.0,C21H39N5O8(R1)(R2)
C03298,CN[C@@H](Cc1c[nH]cn1)C(=O)O,1,169.1811,C7H11N3O2
C03299,CCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,1,315.4482,C17H33NO4
C03300,C/C(=C\CNc1ncnc2[nH]cnc12)CO[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O,4,351.3577,C15H21N5O5
C03303,*[C@H](N)C(=O)N[C@@H](*)C(=O)NC(O)C(=O)O,2,0.0,C4H7N2O4R(C2H2NOR)n
C03305,O=C(Nc1ccc2ccccc2c1)C1CCCN1,0,240.3003,C15H16N2O
C03306,*NC(=O)C[C@H](NC(*)=O)C(=O)O,1,0.0,C5H6N2O4R2
C03309,C=C[C@@H]1[C@H](C[C@@H]2NCCc3c2[nH]c2ccccc32)C(C(=O)OC)=CO[C@H]1O,4,368.4263,C21H24N2O4
C03311,N#CCc1cccs1,0,123.1756,C6H5NS
C03312,O=c1[nH]c(=O)c2[nH]c(=O)n([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1,4,380.2048,C10H13N4O10P
C03313,C/C(=C\Cc1c(C)c(O)c2ccccc2c1O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,2,452.7116,C31H48O2
C03314,O=C(O)c1nc2[nH]c(=O)[nH]c(=O)c2[nH]1,0,196.1204,C6H4N4O4
C03315,*NC(=O)[C@H](CCCNC(=N)N)NC(*)=O,1,0.0,C7H13N5O2R2
C03317,*OC(=O)C(*)N,0,0.0,C2H3NO2R2
C03318,*NC(=O)[C@H](CCCCN)NC(*)=O,1,0.0,C7H13N3O2R2
C03319,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,8,548.3296,C16H26N2O15P2
C03323,*C[C@@]1(OC[C@@]2(O*)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,8,0.0,(C12H20O10)n
C03325,CN1C2CC(O)C1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,1,305.3688,C17H23NO4
C03326,CC(=O)NCCCC[C@H](NC(C)=O)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)O,3,372.4167,C16H28N4O6
C03328,CCC[C@](O)(CC(=O)O)C(=O)O,1,176.1672,C7H12O5
C03329,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3[C@@H]1C2)OCO4,1,339.385,C20H21NO4
C03338,Cc1cc(O)cc(O)c1O,0,140.1366,C7H8O3
C03339,O=C(O)C(COP(=O)(O)O)OP(=O)(O)O,0,266.0371,C3H8O10P2
C03340,O=C(O)C1=N[C@H](C(=O)O)CC=C1,1,169.1348,C7H7NO4
C03341,CC(=O)C[C@@H](N)C(=O)O,1,131.1299,C5H9NO3
C03342,O=C(O)C(=O)[C@@H](O)[C@@H](O)[C@H](O)CO,3,194.1394,C6H10O7
C03343,CCCCC(CC)COC(=O)c1ccccc1C(=O)O,0,278.3435,C16H22O4
C03344,CC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,5,865.6341,C26H42N7O18P3S
C03345,C/C=C(\C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,5,849.6347,C26H42N7O17P3S
C03347,N[C@@H](Cc1cc(Cl)c(O)c(Cl)c1)C(=O)O,1,250.0787,C9H9Cl2NO3
C03348,C[C@@H]1O[C@@H](O)[C@@H](O)C[C@@H]1O,4,148.1571,C6H12O4
C03349,NCCCS(=O)(=O)O,0,139.1735,C3H9NO3S
C03351,OCc1cccc(O)c1,0,124.1372,C7H8O2
C03352,COc1cccc(CO)c1,0,138.1638,C8H10O2
C03354,CSCCCN,0,105.2018,C4H11NS
C03356,O=C(O)[C@H](O)[C@@H](CO)OP(=O)(O)O,2,216.0832,C4H9O8P
C03357,CC(=O)NCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,5,894.6753,C27H45N8O18P3S
C03359,Cc1cc(Cl)ccc1O,0,142.5829,C7H7ClO
C03360,O=[N+]([O-])c1ccc(OP(=O)(O)O)cc1,0,219.0887,C6H6NO6P
C03361,*C(=O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,4,0.0,C11H13N5O8PR
C03363,*C(NC(=O)CC[C@H](N)C(=O)O)C(=O)O,1,0.0,C7H11N2O5R
C03365,CO[C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]1O,6,194.1825,C7H14O6
C03366,NC[C@@H](CC[C@H](N)C(=O)O)OP(=O)(O)O,2,242.1669,C6H15N2O6P
C03367,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](OC[C@H]3OC(O)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,14,504.4371,C18H32O16
C03368,CN[C@H]1C[C@@H](N)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]3OC4(O[C@H]23)O[C@H]([C@@H](N)COP(=O)(O)O)[C@H](O)[C@H](O)[C@H]4O)[C@@H]1O,15,607.5,C20H38N3O16P
C03371,*CCC(=O)SC[C@H](NC(*)=O)C(=O)N*,1,0.0,C7H9N2O3SR3
C03372,*C(=O)OCC(=O)COP(=O)(O)O,0,0.0,C4H6O7PR
C03373,Nc1cncn1[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,4,295.1864,C8H14N3O7P
C03374,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(CCC(=O)O)c2C)NC1=O,5,760.7863,C39H44N4O12
C03375,NCCCNCCCN,0,131.2193,C6H17N3
C03383,O=C1O[C@@H]([C@H](O)CO)[C@H](O)[C@H]1O,4,178.14,C6H10O6
C03384,O=P(O)(O)OC1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,4,260.1358,C6H13O9P
C03387,O=C[C@@H]1OC(=O)[C@@H](O)[C@@H](O)[C@@H]1O,4,176.1241,C6H8O6
C03391,*[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O[C@H]2C[C@H](n3cnc4c(NC)ncnc43)O[C@@H]2COP(=O)(O)O[C@H]2C[C@H](*)O[C@@H]2COP(=O)(O)O)O1,9,0.0,C11H16N5O6P(C5H8O5PR)n(C5H8O5PR)n
C03392,C[S+](C)CC(=O)O,0,121.1781,C4H9O2S
C03393,O=C(O)[C@H](O)[C@H](O)COP(=O)(O)O,2,216.0832,C4H9O8P
C03394,O=C(COP(=O)(O)O)[C@@H](O)CO,1,200.0838,C4H9O7P
C03395,*C(=O)OC,0,0.0,C2H3O2R
C03400,*O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,5,0.0,C6H11O6R
C03401,NC[C@H](N)C(=O)O,1,104.1078,C3H8N2O2
C03402,*[C@@H]1O[C@H](COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2CO)[C@@H](OC(=O)[C@@H](N)CC(N)=O)[C@H]1O,13,0.0,C14H23N2O12PR2(C5H8O6PR)n
C03404,COC(=O)[C@@H](N)Cc1ccc(O)cc1,1,195.2151,C10H13NO3
C03405,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](OS(=O)(=O)O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC,12,0.0,C31H56NO16SR
C03406,N=C(NCCC[C@H](N)C(=O)O)N[C@@H](CC(=O)O)C(=O)O,2,290.2731,C10H18N4O6
C03408,CC(=O)N[C@H]1[C@H](O)O[C@H](C(=O)O)[C@H](O)[C@@H]1O,5,235.1913,C8H13NO7
C03409,N=CN[C@@H](CC(=O)O)C(=O)O,1,160.128,C5H8N2O4
C03410,O=C(CO)N[C@@H]1[C@@H](O)CC(O)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,5,325.2693,C11H19NO10
C03411,N[C@@H](CC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)O,6,294.2585,C10H18N2O8
C03413,CC(=O)NCCCNCCCCNCCCNC(C)=O,0,286.4136,C14H30N4O2
C03414,O=C(O)CC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,1,290.2714,C14H14N2O5
C03415,NCCC[C@H](NC(=O)CCC(=O)O)C(=O)O,1,232.2337,C9H16N2O5
C03416,CN(C)c1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,4,295.2945,C12H17N5O4
C03417,N=C(NCCC[C@H](N)C(=O)O)N[N+](=O)[O-],1,219.1985,C6H13N5O4
C03418,*[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1OP(=O)(O)O,4,0.0,C5H10O7PR
C03419,*[C@@H]1O[C@H](CO)[C@@H](OP(=O)(O)O)[C@H]1O,4,0.0,C5H10O7PR
C03422,*NC(=O)[C@H](COC(=O)CCCCCCCCCCCCCCC)NC(*)=O,1,0.0,C20H36N2O4R2
C03423,C/C(=C\CNc1ncnc2[nH]cnc12)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,5,381.3837,C16H23N5O6
C03425,CCCCCCCC/C=C\CCCCCCCC(=O)OC,0,296.4879,C19H36O2
C03427,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)[C@]1(C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,3,722.9112,C40H68O7P2
C03428,CC(C)=CCC/C(C)=C/CC/C(C)=C/[C@@H]1[C@@H](COP(=O)(O)OP(=O)(O)O)[C@]1(C)CC/C=C(\C)CCC=C(C)C,3,586.6772,C30H52O7P2
C03429,*NC(=O)[C@H](CC[C@@H](O)CN)NC(*)=O,2,0.0,C7H13N3O3R2
C03431,N[C@@H](CCSC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O)C(=O)O,5,385.3956,C14H19N5O6S
C03433,N[C@H]1[C@H](O)[C@@H](N)[C@H](O)[C@@H](O)[C@@H]1OP(=O)(O)O,6,258.1663,C6H15N2O7P
C03434,Oc1c(Cl)c(Cl)c(O)c(Cl)c1Cl,0,247.8909,C6H2Cl4O2
C03437,*OC[C@@]1(O)O[C@H](CO)[C@@H](O)[C@@H]1O,4,0.0,C6H11O6R
C03438,*C1=C(C(=O)O)N2C(=O)C(*)C2S1,0,0.0,C6H3NO3SR2
C03440,O=C(O)[C@H]1C[C@@H](O)CN1,2,131.1299,C5H9NO3
C03442,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@@H](C)[C@](O)(CO)[C@H]3O)O2)c(=O)[nH]c1=O,7,548.3296,C16H26N2O15P2
C03444,O=C(O)c1ccc([Hg]Cl)cc1,0,357.1564,C7H5ClHgO2
C03446,*[C@@H]1O[C@H](COP(=O)(O)O[C@@H]2[C@@H](COP(=O)(O)O[C@H]3[C@@H](O)[C@H](*)O[C@@H]3COP(=O)(O)O)O[C@@H](n3cc(C)c(=O)[nH]c3=O)[C@@H]2O)[C@@H](O)[C@H]1O,12,0.0,C10H15N2O9P(C5H8O6PR)n(C5H8O6PR)n
C03448,CC12CC(O)C(CC1=O)C2(C)C,0,168.2328,C10H16O2
C03450,NC(CC(=O)c1ccccc1)C(=O)O,0,193.1992,C10H11NO3
C03451,C[C@@H](O)C(=O)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,3,379.3861,C13H21N3O8S
C03453,O=C(O)/C=C\CC(=O)C(=O)O,0,158.1088,C6H6O5
C03454,*/C=C\OCC(CO)OC(*)=O,0,0.0,C6H8O4R2
C03455,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C,0,524.8604,C36H60O2
C03456,*[C@@H]1O[C@H](COP(=O)(O)O[C@H]2[C@@H](O[C@@H]3[C@@H](O)[C@H](O[C@H]4O[C@H](CN)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](N)C[C@H]3N)O[C@H](CO)[C@@H](O)[C@@H]2N)[C@@H](O)[C@H]1O,19,0.0,C23H44N4O17PR
C03457,*[C@@H]1O[C@H](COP(=O)(O)O[C@H]2[C@@H](O[C@@H]3[C@@H](O)[C@H](O[C@H]4OC(CN)=CC[C@H]4N)[C@@H](N)C[C@H]3N)OC[C@](C)(O)[C@@H]2NC)[C@@H](O)[C@H]1O,15,0.0,C24H45N5O13PR
C03458,Oc1ccc(O)c(O)n1,0,127.0981,C5H5NO3
C03459,O=C(O)C(=O)C(O)C(=O)O,0,148.071,C4H4O6
C03460,C=C(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,5,835.6081,C25H40N7O17P3S
C03461,CC(C)=CCC/C(C)=C/CC/C(C)=C/C=O,0,220.3505,C15H24O
C03462,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,19,910.78,C31H51N12O18P
C03463,*[C@@H]1O[C@H](COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2CO)[C@@H](OP(=O)(O)O)[C@H]1O,12,0.0,C10H18O13P2R2(C5H8O6PR)n
C03465,CCC(C)C(=O)C(=O)O,0,130.1418,C6H10O3
C03466,C=C(C)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,5,849.6347,C26H42N7O17P3S
C03467,CC(C)C(=O)CC(=O)O,0,130.1418,C6H10O3
C03470,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1C[C@@H]1NCCc2c1[nH]c1ccccc21,9,530.5669,C27H34N2O9
C03473,CC(N)c1ccc(O)cc1,0,137.179,C8H11NO
C03474,O=[N+]([O-])c1cc[n+]([O-])c2ccccc12,0,190.1555,C9H6N2O3
C03475,*[C@@H]1O[C@H](COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2COP(=O)(O)O)[C@@H](O)[C@H]1O,12,0.0,C10H18O13P2R2(C5H8O6PR)n
C03476,NC(CC(=O)c1cccc2c1Nc1c(cc(O)c3nc(C(=O)O)cc(O)c13)O2)C(=O)O,0,425.3484,C20H15N3O8
C03479,Nc1nc2c(c(=O)[nH]1)N(C=O)[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2,2,473.4393,C20H23N7O7
C03483,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,4,587.1609,C10H17N5O16P4
C03485,OCc1ccccc1,0,108.1378,C7H8O
C03486,CNCCOP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,4,460.2708,C12H22N4O11P2
C03492,CC(C)(COP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)O,1,299.2149,C9H18NO8P
C03493,N[C@@H](C(=O)O)c1ccc(O)cc1,1,167.162,C8H9NO3
C03494,O=P(O)(O)OC[C@@H](O)[C@@H](O)CO,2,202.0997,C4H11O7P
C03495,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)nc1N,3,321.2237,C10H16N3O7P
C03497,*O[PH2]=O,0,0.0,H2PO2R
C03498,*O[PH](=O)O,0,0.0,H2PO3R
C03499,CCOC(=O)C[C@@H](C)O,1,132.1577,C6H12O3
C03500,CCOC(=O)CC(C)=O,0,130.1418,C6H10O3
C03502,O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccccc2)oc2ccccc12,5,400.3787,C21H20O8
C03503,O=C1c2ccccc2C(=O)c2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cccc21,5,386.3521,C20H18O8
C03505,CC(=O)COP(=O)(O)O,0,154.0584,C3H7O5P
C03506,O=P(O)(O)OC[C@@H](O)[C@@H](O)c1c[nH]c2ccccc12,2,287.2057,C11H14NO6P
C03508,CC(=O)[C@H](N)C(=O)O,1,117.1033,C4H7NO3
C03509,O=P(O)(O)OC[C@H](O)[C@H](O)[C@@H](O)CO,3,232.1257,C5H13O8P
C03510,CS(=N)(=O)CC[C@H](N)C(=O)O,1,180.2254,C5H12N2O3S
C03511,,0,0.0,C19H26NO11PR2(C5H8O6PR)n
C03512,*[C@@H]1O[C@H](CO)[C@@H](OP(=O)(O)OC[C@H]2O[C@@H](*)[C@H](O)[C@@H]2OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](OC(=O)[C@@H](N)Cc3c[nH]c4ccccc34)[C@@H]2O)[C@H]1O,13,0.0,C26H31N7O11PR(C5H8O6PR)n
C03514,CC1(C)O[C@H]2CC(=O)OC[C@@]23[C@H]1CC(=O)[C@]1(C)[C@@H]3CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)[C@H]3O[C@]321,9,470.5116,C26H30O8
C03515,O=C(O)[C@H]1O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccc(O)c(O)c4)oc3c2)[C@H](O)[C@@H](O)[C@@H]1O,5,462.3604,C21H18O12
C03516,C=CC1=C(C)/C2=C/c3c(C=C)c(C)c4n3[Mg]n3/c(c(C)c(CCC(=O)O)/c3=C/C3=N/C(=C\4)C(C)=C3CCC(=O)O)=C\C1=N2,0,584.9473,C34H32MgN4O4
C03517,*OP(=O)(O)OP(=O)(O)O,0,0.0,H3P2O7R
C03518,*O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O,5,0.0,C8H14NO6R
C03519,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,1,207.2258,C11H13NO3
C03521,O=C(CO)N[C@@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,5,237.2072,C8H15NO7
C03522,CNc1ccc(C(=O)O)cc1,0,151.1626,C8H9NO2
C03523,*C(=O)NC(*)C(=O)O,0,0.0,C3H3NO3R2
C03524,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3NC(C)=O)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,12,491.5789,C21H41N5O8
C03525,CC(=O)OC[C@@H](O)[C@@H](O)[C@@H]1OC(O)(C(=O)O)C[C@H](O)[C@H]1N,5,309.2699,C11H19NO9
C03527,CC(=O)CCC1=C(C)CCCC1(C)C,0,194.3132,C13H22O
C03529,*NC(=O)[C@H](CC(=O)c1ccccc1NC=O)NC(*)=O,1,0.0,C12H11N3O4R2
C03531,*NC(=O)[C@H](CCCC=O)NC(*)=O,1,0.0,C7H10N2O3R2
C03535,*OC1C(COS(=O)(=O)O)OC(*)C(OS(=O)(=O)O)C1O,0,0.0,(C6H10O11S2)n
C03536,O=P(O)(O)OC[C@H]1O[C@@H]([n+]2cccnc2)[C@H](O)[C@@H]1O,4,293.1904,C9H14N2O7P
C03537,CC(=O)SCCN,0,119.1854,C4H9NOS
C03539,N[C@@H](CCSC[C@H]1OC(O)[C@H](O)[C@@H]1O)C(=O)O,4,267.2994,C9H17NO6S
C03541,Nc1nc2c(c(=O)[nH]1)N[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O)cc1)CN2,4,0.0,C24H30N8O9(C5H7NO3)n-2
C03546,O=P(O)(O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O,6,260.1358,C6H13O9P
C03547,O=C(O)CO,0,0.0,H2CO3(CH2)n
C03548,O=C(O)[C@@H]1O[C@H]1C(=O)O,2,132.0716,C4H4O5
C03557,NCCP(=O)(O)O,0,125.0636,C2H8NO3P
C03561,C[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,6,853.6234,C25H42N7O18P3S
C03564,O=C(O)C1=NCCC1,0,113.1146,C5H7NO2
C03566,*[C@@H]1O[C@H](COP(=O)(O)OC2C(OC3C(N)CC(N)C(OC4OC(N)C(O)CC4N)C3O)OC(CO)C(O)C2N)[C@@H](O)[C@H]1O,4,0.0,C22H43N5O15PR
C03567,O=C1c2ccc(O)cc2OCC1c1ccc(O)cc1O,0,272.2528,C15H12O5
C03568,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](O)[C@H]1OP(=O)(O)O,4,507.2643,C10H15N5O13P2S
C03569,Oc1ccccc1-c1cccc(O)c1O,0,202.206,C12H10O3
C03570,N[C@@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,4,179.1711,C6H13NO5
C03571,CCC(C)(N)C(=O)O,0,117.1463,C5H11NO2
C03572,O=C(O)/C=C\C=C(\Cl)C(=O)O,0,176.5545,C6H5ClO4
C03573,*O[C@@H]1C[C@@H](O)[C@H](O)[C@@H](CO)O1,4,0.0,C6H11O5R
C03574,O=CNc1ccccc1C=O,0,149.1467,C8H7NO2
C03575,COc1ccccc1I,0,234.0344,C7H7IO
C03576,O=S(=O)(O)CCS,0,142.1972,C2H6O3S2
C03577,N[C@@H](CS[C@H](/C=C/C=C/C=C\C/C=C\CCCCCO)[C@@H](O)CCCC(=O)O)C(=O)O,3,455.608,C23H37NO6S
C03579,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C[C@H](O)[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,9,364.3897,C19H24O7
C03580,CN[C@@H]1[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@@H](OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@H](NC)[C@@H]1O,13,661.5555,C24H36N7O13P
C03582,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,0,228.2433,C14H12O3
C03584,N[C@@H](Cn1ccc(=O)[nH]c1=O)C(=O)O,1,199.1641,C7H9N3O4
C03585,O=C(O)/C=C\C(Cl)=C/C(=O)O,0,176.5545,C6H5ClO4
C03586,O=C(O)CC1=CCC(=O)O1,0,142.1094,C6H6O4
C03587,*C(=O)O[C@H]1CCC2(C)C(CCC3C4CCCC4(C)CCC32)C1,1,0.0,C20H31O2R
C03588,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,7,362.4599,C21H30O5
C03589,CC(O)CC(=O)C(=O)O,0,132.1146,C5H8O4
C03590,O=C(O)C(=O)c1ccc(O)cc1,0,166.1308,C8H6O4
C03591,Cc1cc(Cl)cc(O)c1O,0,158.5823,C7H7ClO2
C03592,Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)nc1N,3,241.2438,C10H15N3O4
